Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,has_exact_synonym,has_related_synonym,http://data.bioontology.org/metadata/prefixIRI,http://purl.obolibrary.org/obo/has_prefix,http://purl.obolibrary.org/obo/IAO_0000115,http://purl.obolibrary.org/obo/is_unit_of,http://purl.org/dc/elements/1.1/source,http://www.geneontology.org/formats/oboInOwl#hasDbXref
http://purl.obolibrary.org/obo/UO_0010049,gram per square meter,gram per square metre|g/m^[2],An area density unit which is equal to the mass of an object in grams divided by the surface area in meters squared.,FALSE,,,http://purl.obolibrary.org/obo/UO_1010049,gram per square metre|g/m^[2],,UO:0010049,,An area density unit which is equal to the mass of an object in grams divided by the surface area in meters squared.,,,
http://purl.obolibrary.org/obo/UO_0010042,tablespoon,tbsp|metric tablespoon,A metric tablespoon is a unit of measurement of volume widely used in cooking recipes and pharmaceutic prescriptions. It equals a 15mL volume.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000095,tbsp|metric tablespoon,,UO:0010042,,A metric tablespoon is a unit of measurement of volume widely used in cooking recipes and pharmaceutic prescriptions. It equals a 15mL volume.,,,
http://purl.obolibrary.org/obo/UO_0010048,micromole,,DEPRECATED: Duplicate of http://purl.obolibrary.org/obo/UO_0000039. A substance unit which is equal to one millionth of a mole.,TRUE,,,http://purl.obolibrary.org/obo/UO_0000006,,,UO:0010048,,DEPRECATED: Duplicate of http://purl.obolibrary.org/obo/UO_0000039. A substance unit which is equal to one millionth of a mole.,,,
http://purl.obolibrary.org/obo/UO_0010041,united states customary teaspoon,us customary teaspoon,A United States customary units teaspoon is a unit of measurement of volume widely used in cooking recipes and pharmaceutic prescriptions in America. It equals a 4.93 mL volume.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000095,us customary teaspoon,,UO:0010041,,A United States customary units teaspoon is a unit of measurement of volume widely used in cooking recipes and pharmaceutic prescriptions in America. It equals a 4.93 mL volume.,,,
http://purl.obolibrary.org/obo/UO_0010046,united states customary cup,us customary cup,A United States customary units cup is a unit of measurement of volume widely used in cooking recipes and pharmaceutic prescriptions in America. It equals a 236.59 mL volume.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000095,us customary cup,,UO:0010046,,A United States customary units cup is a unit of measurement of volume widely used in cooking recipes and pharmaceutic prescriptions in America. It equals a 236.59 mL volume.,,,
http://purl.obolibrary.org/obo/UO_0010013,foot,ft,"A length unit which is equal to 0.3048 metres, or 12 inches.",FALSE,,,http://purl.obolibrary.org/obo/UO_1010013|http://purl.obolibrary.org/obo/UO_0000045,ft,,UO:0010013,,"A length unit which is equal to 0.3048 metres, or 12 inches.",,,
http://purl.obolibrary.org/obo/UO_0010016,furlong,fur,"A length unit which is equal to 20,116.8 metres, 660 feet, or 10 chains.",FALSE,,,http://purl.obolibrary.org/obo/UO_1010016|http://purl.obolibrary.org/obo/UO_0000045,fur,,UO:0010016,,"A length unit which is equal to 20,116.8 metres, 660 feet, or 10 chains.",,,
http://purl.obolibrary.org/obo/UO_0010014,yard,yd,"A length unit which is equal to 0.9144 metres, or 3 feet.",FALSE,,,http://purl.obolibrary.org/obo/UO_1010014|http://purl.obolibrary.org/obo/UO_0000045,yd,,UO:0010014,,"A length unit which is equal to 0.9144 metres, or 3 feet.",,,
http://purl.obolibrary.org/obo/UO_0010011,inch,in,A length unit which is equal to 0.0254 metres.,FALSE,,,http://purl.obolibrary.org/obo/UO_1010011|http://purl.obolibrary.org/obo/UO_0000045,in,,UO:0010011,,A length unit which is equal to 0.0254 metres.,,,
http://purl.obolibrary.org/obo/UO_0010010,hectare,HA,"An area unit which is equal to an area of 10,000 square meters. Equivalent to 2.471 acres.",FALSE,,,http://purl.obolibrary.org/obo/UO_1010010,HA,,UO:0010010,,"An area unit which is equal to an area of 10,000 square meters. Equivalent to 2.471 acres.",,,
http://purl.obolibrary.org/obo/UO_0010018,league,lea,"A length unit which is equal to 3 miles, or 4,828.032 metres",FALSE,,,http://purl.obolibrary.org/obo/UO_1010018|http://purl.obolibrary.org/obo/UO_0000045,lea,,UO:0010018,,"A length unit which is equal to 3 miles, or 4,828.032 metres",,,
http://purl.obolibrary.org/obo/UO_0010012,thou,th|mil,A length unit which is equal to 0.0254 millimetres.,FALSE,,,http://purl.obolibrary.org/obo/UO_1010012|http://purl.obolibrary.org/obo/UO_0000045,th|mil,,UO:0010012,,A length unit which is equal to 0.0254 millimetres.,,,
http://purl.obolibrary.org/obo/UO_0010019,maritime length unit,,A maritime length unit is one used primarily at sea.,FALSE,,,http://purl.obolibrary.org/obo/UO_1010019,,,UO:0010019,,A maritime length unit is one used primarily at sea.,,,
http://purl.obolibrary.org/obo/UO_0010015,chain,ch,"A length unit which is equal to 20.1168 metres, 66 feet, or 22 yards.",FALSE,,,http://purl.obolibrary.org/obo/UO_1010015|http://purl.obolibrary.org/obo/UO_0000045,ch,,UO:0010015,,"A length unit which is equal to 20.1168 metres, 66 feet, or 22 yards.",,,
http://purl.obolibrary.org/obo/UO_0010017,mile,mi,"A length unit which is equal to 1,609.344 metres, or 8 furlongs.",FALSE,,,http://purl.obolibrary.org/obo/UO_1010017|http://purl.obolibrary.org/obo/UO_0000045,mi,,UO:0010017,,"A length unit which is equal to 1,609.344 metres, or 8 furlongs.",,,
http://purl.obolibrary.org/obo/UO_0010070,picogram per milliliter,pg/mL,A gram per milliliter unit which is equal to one picogram per one milliliter.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000173,pg/mL,,UO:0010070,,A gram per milliliter unit which is equal to one picogram per one milliliter.,,,
http://purl.obolibrary.org/obo/UO_0010073,cell count,,A count unit that denotes a count of cells.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000189,,,UO:0010073,,A count unit that denotes a count of cells.,,,
http://purl.obolibrary.org/obo/UO_0010076,breaths per minute,brpm|br/min,A rate unit which represents a measurement of the number of breaths taken by an organism per one minute.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000280,brpm|br/min,,UO:0010076,,A rate unit which represents a measurement of the number of breaths taken by an organism per one minute.,,,
http://purl.obolibrary.org/obo/UO_0010074,heartbeats per minute,BPM,A rate unit which represents a measurement of the number of an organism's heartbeats per one minute.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000280,BPM,,UO:0010074,,A rate unit which represents a measurement of the number of an organism's heartbeats per one minute.,,,
http://purl.obolibrary.org/obo/UO_0010077,PCR quantification cycle,Ct,A count unit of how many Polymerase Chain Reaction (PCR) cycles it took to detect a real signal from a sample. Equivalent to the PCR cycle number at which a sample's reaction curve intersects the threshold line.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000189,Ct,,UO:0010077,,A count unit of how many Polymerase Chain Reaction (PCR) cycles it took to detect a real signal from a sample. Equivalent to the PCR cycle number at which a sample's reaction curve intersects the threshold line.,,,
http://purl.obolibrary.org/obo/UO_0010072,microgram per microliter,µg/µL|ug/uL|mcg/mcL,A mass unit density which is equal to mass of an object in nanograms divided by the volume in microliters.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000052,µg/µL|ug/uL|mcg/mcL,,UO:0010072,,A mass unit density which is equal to mass of an object in nanograms divided by the volume in microliters.,,,
http://purl.obolibrary.org/obo/UO_0010075,multiplicity of infection,MOI,A ratio unit which denotes the quantity of infectious agents to infection targets.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000190,MOI,,UO:0010075,,A ratio unit which denotes the quantity of infectious agents to infection targets.,,,
http://purl.obolibrary.org/obo/UO_0010071,microgram per square centimeter,µg/cm²|mcg/cm2,An area density unit which is equal to the mass of an object in micrograms divided by the surface area in square centimeters.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000054,µg/cm²|mcg/cm2,,UO:0010071,,An area density unit which is equal to the mass of an object in micrograms divided by the surface area in square centimeters.,,,
http://purl.obolibrary.org/obo/UO_0000196,pH,,A dimensionless concentration notation which denotes the acidity of a solution in terms of activity of hydrogen ions (H+).,FALSE,,,http://purl.obolibrary.org/obo/UO_1000196,,,UO:0000196,,A dimensionless concentration notation which denotes the acidity of a solution in terms of activity of hydrogen ions (H+).,,,
http://purl.obolibrary.org/obo/UO_0000190,ratio unit,,A dimensionless unit which denotes an amount or magnitude of one quantity relative to another.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000186,,,UO:0000190,,A dimensionless unit which denotes an amount or magnitude of one quantity relative to another.,,,
http://purl.obolibrary.org/obo/UO_0000198,milliliter per kilogram,ml/kg|millilitre per kilogram,A specific volume unit which is equal to a thousandth of a liter per kilogram or 10^[-3] l/kg.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000197,ml/kg|millilitre per kilogram,,UO:0000198,http://purl.obolibrary.org/obo/UO_0000297,A specific volume unit which is equal to a thousandth of a liter per kilogram or 10^[-3] l/kg.,,,
http://purl.obolibrary.org/obo/UO_0000192,molecule count,,A dimensionless count unit which denotes the number of molecules.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000192,,,UO:0000192,,A dimensionless count unit which denotes the number of molecules.,,,
http://purl.obolibrary.org/obo/UO_0000193,purity percentage,,A dimensionless percent unit which denotes the homogeneity of a biomaterial.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000193,,,UO:0000193,,A dimensionless percent unit which denotes the homogeneity of a biomaterial.,,,
http://purl.obolibrary.org/obo/UO_0000195,degree Fahrenheit,F,A temperature unit which is equal to 5/9ths of a kelvin. Negative 40 degrees Fahrenheit is equal to negative 40 degrees Celsius.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000195,F,,UO:0000195,,A temperature unit which is equal to 5/9ths of a kelvin. Negative 40 degrees Fahrenheit is equal to negative 40 degrees Celsius.,,,
http://purl.obolibrary.org/obo/UO_0000199,microliter per kilogram,ul/kg|microlitre per kilogram,A specific volume unit which is equal to one millionth of a liter per kilogram or 10^[-6] l/kg.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000197,ul/kg|microlitre per kilogram,,UO:0000199,http://purl.obolibrary.org/obo/UO_0000299,A specific volume unit which is equal to one millionth of a liter per kilogram or 10^[-6] l/kg.,,,
http://purl.obolibrary.org/obo/UO_0000197,liter per kilogram,litre per kilogram|l/kg,A specific volume unit which is equal to one liter volume occupied by one kilogram of a particular substance.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000197,litre per kilogram|l/kg,,UO:0000197,,A specific volume unit which is equal to one liter volume occupied by one kilogram of a particular substance.,,,
http://purl.obolibrary.org/obo/UO_0000191,fraction,,A dimensionless ratio unit which relates the part (the numerator) to the whole (the denominator).,FALSE,,,http://purl.obolibrary.org/obo/UO_0000190,,,UO:0000191,,A dimensionless ratio unit which relates the part (the numerator) to the whole (the denominator).,,,
http://purl.obolibrary.org/obo/UO_0000194,confluence percentage,,"A dimensionless percent unit which denotes the density of an attached or monolayer culture (e.g., cell culture).",FALSE,,,http://purl.obolibrary.org/obo/UO_1000194,,,UO:0000194,,"A dimensionless percent unit which denotes the density of an attached or monolayer culture (e.g., cell culture).",,,
http://purl.obolibrary.org/obo/UO_0000011,ampere,A,"An electric current unit which is equal to the constant current which, if maintained in two straight parallel conductors of infinite length, of negligible circular cross-section, and placed 1 m apart in vacuum, would produce between these conductors a force equal to 2 x 10^[-7] newton per meter of length.",FALSE,,,http://purl.obolibrary.org/obo/UO_1000011|http://purl.obolibrary.org/obo/UO_0000045,A,,UO:0000011,,"An electric current unit which is equal to the constant current which, if maintained in two straight parallel conductors of infinite length, of negligible circular cross-section, and placed 1 m apart in vacuum, would produce between these conductors a force equal to 2 x 10^[-7] newton per meter of length.",,,
http://purl.obolibrary.org/obo/UO_0000017,micrometer,um|micron|micrometre,A length unit which is equal to one millionth of a meter or 10^[-6] m.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000008,um|micron|micrometre,,UO:0000017,http://purl.obolibrary.org/obo/UO_0000299,A length unit which is equal to one millionth of a meter or 10^[-6] m.,,,
http://purl.obolibrary.org/obo/UO_0000016,millimeter,mm|millimetre,A length unit which is equal to one thousandth of a meter or 10^[-3] m.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000008,mm|millimetre,,UO:0000016,http://purl.obolibrary.org/obo/UO_0000297,A length unit which is equal to one thousandth of a meter or 10^[-3] m.,,,
http://purl.obolibrary.org/obo/UO_0000012,kelvin,K,A thermodynamic temperature unit which is equal to the fraction 1/273.16 of the thermodynamic temperature of the triple point of water.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000012|http://purl.obolibrary.org/obo/UO_0000045,K,,UO:0000012,,A thermodynamic temperature unit which is equal to the fraction 1/273.16 of the thermodynamic temperature of the triple point of water.,,,
http://purl.obolibrary.org/obo/UO_0000019,angstrom,Å,A length unit which is equal to 10 [-10] m.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000019,Å,,UO:0000019,,A length unit which is equal to 10 [-10] m.,,,
http://purl.obolibrary.org/obo/UO_0000010,second,s,A time unit which is equal to the duration of 9 192 631 770 periods of the radiation corresponding to the transition between the two hyperfine levels of the ground state of the caesium 133 atom.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000010|http://purl.obolibrary.org/obo/UO_0000045,s,,UO:0000010,,A time unit which is equal to the duration of 9 192 631 770 periods of the radiation corresponding to the transition between the two hyperfine levels of the ground state of the caesium 133 atom.,,,
http://purl.obolibrary.org/obo/UO_0000015,centimeter,cm|centimetre,A length unit which is equal to one hundredth of a meter or 10^[-2] m.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000008,cm|centimetre,,UO:0000015,http://purl.obolibrary.org/obo/UO_0000298,A length unit which is equal to one hundredth of a meter or 10^[-2] m.,,,
http://purl.obolibrary.org/obo/UO_0000014,candela,cd,"A luminous intensity unit which equal to the luminous intensity, in a given direction, of a source that emits monochromatic radiation of frequency 540 x 1012 hertz and that has a radiant intensity in that direction of 1/683 watt per steradian.",FALSE,,,http://purl.obolibrary.org/obo/UO_1000014|http://purl.obolibrary.org/obo/UO_0000045,cd,,UO:0000014,,"A luminous intensity unit which equal to the luminous intensity, in a given direction, of a source that emits monochromatic radiation of frequency 540 x 1012 hertz and that has a radiant intensity in that direction of 1/683 watt per steradian.",,,
http://purl.obolibrary.org/obo/UO_0000013,mole,mol,A substance unit which is equal to the amount of substance of a molecular system which contains as many elementary entities as there are atoms in 0.012 kilogram of carbon 12.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000013|http://purl.obolibrary.org/obo/UO_0000045,mol,,UO:0000013,,A substance unit which is equal to the amount of substance of a molecular system which contains as many elementary entities as there are atoms in 0.012 kilogram of carbon 12.,,,
http://purl.obolibrary.org/obo/UO_0000018,nanometer,nm|nanometre,A length unit which is equal to one thousandth of one millionth of a meter or 10^[-9] m.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000008,nm|nanometre,,UO:0000018,http://purl.obolibrary.org/obo/UO_0000300,A length unit which is equal to one thousandth of one millionth of a meter or 10^[-9] m.,,,
http://purl.obolibrary.org/obo/UO_1000014,candela based unit,,,FALSE,,,http://purl.obolibrary.org/obo/UO_0000007,,,UO:1000014,,,,,
http://purl.obolibrary.org/obo/UO_1000019,angstrom based unit,,,FALSE,,,http://purl.obolibrary.org/obo/UO_0000001,,,UO:1000019,,,,,
http://purl.obolibrary.org/obo/UO_1000011,ampere based unit,,,FALSE,,,http://purl.obolibrary.org/obo/UO_0000004,,,UO:1000011,,,,,
http://purl.obolibrary.org/obo/UO_1000010,second based unit,,,FALSE,,,http://purl.obolibrary.org/obo/UO_0000003,,,UO:1000010,,,,,
http://purl.obolibrary.org/obo/UO_1000012,kelvin based unit,,,FALSE,,,http://purl.obolibrary.org/obo/UO_0000005,,,UO:1000012,,,,,
http://purl.obolibrary.org/obo/UO_1000013,mole based unit,,,FALSE,,,http://purl.obolibrary.org/obo/UO_0000006,,,UO:1000013,,,,,
http://purl.obolibrary.org/obo/UO_0000321,microcurie per milliliter,microcurie per millilitre,A unit of radioactivity concentration which is equal to one micro curie in a volume of 1 liter.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000319,microcurie per millilitre,,UO:0000321,,A unit of radioactivity concentration which is equal to one micro curie in a volume of 1 liter.,,,
http://purl.obolibrary.org/obo/UO_0000325,megaHertz,megahertz|mH,A frequency unit which is equal to one million hertz or 10^[6] V.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000105,,megahertz|mH,UO:0000325,,A frequency unit which is equal to one million hertz or 10^[6] V.,,,
http://purl.obolibrary.org/obo/UO_0000328,kilo base pair,kilobasepair|kbp,A unit equal to one thousand base pairs.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000244,kilobasepair|kbp,,UO:0000328,,A unit equal to one thousand base pairs.,,,
http://purl.obolibrary.org/obo/UO_0000323,ton per hectare,,An area density unit which is equal to the mass of an object in tons divided by the surface area in hectares.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000054,,,UO:0000323,,An area density unit which is equal to the mass of an object in tons divided by the surface area in hectares.,,,
http://purl.obolibrary.org/obo/UO_0000326,centiMorgan,cM,"A unit used to express distances on a genetic map. In genetic mapping, distances between markers are determined by measuring the rate of meoitic recombination between them, which increases proportionately with the distance separating them. A cM is defined as the length of an interval in which there is a 1% probability of recombination. On the average, 1 cM is roughly equivalent to 1 megabase (Mb) of DNA, although this can vary widely due to hot and cold spots of recombination.",FALSE,,,http://purl.obolibrary.org/obo/UO_0000001,cM,,UO:0000326,,"A unit used to express distances on a genetic map. In genetic mapping, distances between markers are determined by measuring the rate of meoitic recombination between them, which increases proportionately with the distance separating them. A cM is defined as the length of an interval in which there is a 1% probability of recombination. On the average, 1 cM is roughly equivalent to 1 megabase (Mb) of DNA, although this can vary widely due to hot and cold spots of recombination.",,,
http://purl.obolibrary.org/obo/UO_0000329,mega base pair,megabasepair|Mb,A unit equal to one million base pairs,FALSE,,,http://purl.obolibrary.org/obo/UO_1000244|http://purl.obolibrary.org/obo/UO_0000244,megabasepair|Mb,,UO:0000329,http://purl.obolibrary.org/obo/UO_0000293,A unit equal to one million base pairs,,,
http://purl.obolibrary.org/obo/UO_0000320,curie per liter,curie per litre,A unit of radioactivity concentration which is equal to one curie in a volume of 1 liter.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000319,curie per litre,,UO:0000320,,A unit of radioactivity concentration which is equal to one curie in a volume of 1 liter.,,,
http://purl.obolibrary.org/obo/UO_0000327,centiRay,cR,"A unit of genetic map distance defined corresponding to an interval in which there is a 1% probability of X-irradiation induced breakage. To be completely specified, the unit must be qualified by the radiation in dosage in rads (e.g. cR8000), because this determines the actual breakage probability.",FALSE,,,http://purl.obolibrary.org/obo/UO_0000001,cR,,UO:0000327,,"A unit of genetic map distance defined corresponding to an interval in which there is a 1% probability of X-irradiation induced breakage. To be completely specified, the unit must be qualified by the radiation in dosage in rads (e.g. cR8000), because this determines the actual breakage probability.",,,
http://purl.obolibrary.org/obo/UO_0000322,fold dilution,,"A unit that is the ratio of concentration of two solutions of interest, typically with one solution derived from the other by the addition of solvent.",FALSE,,,http://purl.obolibrary.org/obo/UO_0000186,,,UO:0000322,,"A unit that is the ratio of concentration of two solutions of interest, typically with one solution derived from the other by the addition of solvent.",,,
http://purl.obolibrary.org/obo/UO_0000324,square angstrom,A^[2],An area unit which is equal to an area enclosed by a square with sides each 1 angstrom long.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000047,,A^[2],UO:0000324,,An area unit which is equal to an area enclosed by a square with sides each 1 angstrom long.,,,
http://purl.obolibrary.org/obo/UO_0000161,radiance unit,,A unit which is a standard measure of the power of electromagnetic radiation through space or through a material medium in the form of electromagnetic waves.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000157,,,UO:0000161,,A unit which is a standard measure of the power of electromagnetic radiation through space or through a material medium in the form of electromagnetic waves.,,,
http://purl.obolibrary.org/obo/UO_0000163,mass percentage,weight-weight percentage|w/w,A dimensionless concentration unit which denotes the mass of a substance in a mixture as a percentage of the mass of the entire mixture.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000163,weight-weight percentage|w/w,,UO:0000163,,A dimensionless concentration unit which denotes the mass of a substance in a mixture as a percentage of the mass of the entire mixture.,,,
http://purl.obolibrary.org/obo/UO_0000168,parts per thousand,ppth|10^[-3],A dimensionless concentration notation which denotes the amount of a given substance in a total amount of 1000 regardless of the units of measure as long as they are the same.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000168,ppth|10^[-3],,UO:0000168,,A dimensionless concentration notation which denotes the amount of a given substance in a total amount of 1000 regardless of the units of measure as long as they are the same.,,,
http://purl.obolibrary.org/obo/UO_0000166,parts per notation unit,,A dimensionless concentration notation which describes the amount of one substance in another. It is the ratio of the amount of the substance of interest to the amount of that substance plus the amount of the substance.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000186,,,UO:0000166,,A dimensionless concentration notation which describes the amount of one substance in another. It is the ratio of the amount of the substance of interest to the amount of that substance plus the amount of the substance.,,,
http://purl.obolibrary.org/obo/UO_0000169,parts per million,ppm|10^[-6],"A dimensionless concentration notation which denotes the amount of a given substance in a total amount of 1,000,000 regardless of the units of measure used as long as they are the same or 1 part in 10^[6].",FALSE,,,http://purl.obolibrary.org/obo/UO_1000169,ppm|10^[-6],,UO:0000169,,"A dimensionless concentration notation which denotes the amount of a given substance in a total amount of 1,000,000 regardless of the units of measure used as long as they are the same or 1 part in 10^[6].",,,
http://purl.obolibrary.org/obo/UO_0000165,volume percentage,% (v/v),A dimensionless concentration unit which denotes the volume of the solute in mL per 100 mL of the resulting solution.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000165,% (v/v),,UO:0000165,,A dimensionless concentration unit which denotes the volume of the solute in mL per 100 mL of the resulting solution.,,,
http://purl.obolibrary.org/obo/UO_0000167,parts per hundred,pph|10^[-2],A dimensionless concentration notation which denotes the amount of a given substance in a total amount of 100 regardless of the units of measure as long as they are the same.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000167,pph|10^[-2],,UO:0000167,,A dimensionless concentration notation which denotes the amount of a given substance in a total amount of 100 regardless of the units of measure as long as they are the same.,,,
http://purl.obolibrary.org/obo/UO_0000160,microeinstein per square meter per second,umicroeinstein/sm^[2]|micromole per second and square meter mmol/sm^2|microeinstein per square metre per second,An irradiance unit which is equal to one microeinstein per square meter per second or 10^[-6] microeinstein/sm^[2].,FALSE,,,http://purl.obolibrary.org/obo/UO_1000156,umicroeinstein/sm^[2]|micromole per second and square meter mmol/sm^2|microeinstein per square metre per second,,UO:0000160,http://purl.obolibrary.org/obo/UO_0000299,An irradiance unit which is equal to one microeinstein per square meter per second or 10^[-6] microeinstein/sm^[2].,,,
http://purl.obolibrary.org/obo/UO_0000162,watt per steradian,W/sr,A radiant intensity unit which is equal to one kilogram meter squared per second cubed per steradian.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000162,W/sr,,UO:0000162,,A radiant intensity unit which is equal to one kilogram meter squared per second cubed per steradian.,,,
http://purl.obolibrary.org/obo/UO_0000164,mass volume percentage,weight-volume percentage|(w/v),A dimensionless concentration unit which denotes the mass of the substance in a mixture as a percentage of the volume of the entire mixture.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000164,weight-volume percentage|(w/v),,UO:0000164,,A dimensionless concentration unit which denotes the mass of the substance in a mixture as a percentage of the volume of the entire mixture.,,,
http://purl.obolibrary.org/obo/UO_0010020,fathom,ftm,"A maritime length unit which is equal to 6.08 feet, or 1.853184 metres",FALSE,,,http://purl.obolibrary.org/obo/UO_1010020,ftm,,UO:0010020,,"A maritime length unit which is equal to 6.08 feet, or 1.853184 metres",,,
http://purl.obolibrary.org/obo/UO_0010024,rood,,"An area unit which is equivalent to 1 furlong x 1 rod. This is equal to an area of 1,011.714,1056 square meters, or 40 square rods.",FALSE,,,http://purl.obolibrary.org/obo/UO_1010024,,,UO:0010024,,"An area unit which is equivalent to 1 furlong x 1 rod. This is equal to an area of 1,011.714,1056 square meters, or 40 square rods.",,,
http://purl.obolibrary.org/obo/UO_0010028,pint,pt,"An imperial volume unit which is equivalent to 568.261,25 millilitres.",FALSE,,,http://purl.obolibrary.org/obo/UO_1010028,pt,,UO:0010028,,"An imperial volume unit which is equivalent to 568.261,25 millilitres.",,,
http://purl.obolibrary.org/obo/UO_0010023,perch,,"An area unit which is equal to an area of 25.292,852,64 square meters, or 1 square rod.",FALSE,,,http://purl.obolibrary.org/obo/UO_1010023,,,UO:0010023,,"An area unit which is equal to an area of 25.292,852,64 square meters, or 1 square rod.",,,
http://purl.obolibrary.org/obo/UO_0010025,acre,,"An area unit which is equivalent to 1 furlong x 1 chain. This is equal to an area of 4,046.856,4224 square meters, or 43,500 square feet.",FALSE,,,http://purl.obolibrary.org/obo/UO_1010025,,,UO:0010025,,"An area unit which is equivalent to 1 furlong x 1 chain. This is equal to an area of 4,046.856,4224 square meters, or 43,500 square feet.",,,
http://purl.obolibrary.org/obo/UO_0010021,cable,,"A maritime length unit which is equal to 608 feet, 100 fathoms, or 185.3184 metres",FALSE,,,http://purl.obolibrary.org/obo/UO_1010021,,,UO:0010021,,"A maritime length unit which is equal to 608 feet, 100 fathoms, or 185.3184 metres",,,
http://purl.obolibrary.org/obo/UO_0010027,gill,gi,"An imperial volume unit which is equivalent to 142.065,3125 millilitres.",FALSE,,,http://purl.obolibrary.org/obo/UO_1010027,gi,,UO:0010027,,"An imperial volume unit which is equivalent to 142.065,3125 millilitres.",,,
http://purl.obolibrary.org/obo/UO_0010029,quart,qt,"An imperial volume unit which is equivalent to 1,136.5225 millilitres, or two pints.",FALSE,,,http://purl.obolibrary.org/obo/UO_1010029,qt,,UO:0010029,,"An imperial volume unit which is equivalent to 1,136.5225 millilitres, or two pints.",,,
http://purl.obolibrary.org/obo/UO_0010026,fluid ounce,fl oz,"An imperial volume unit which is equivalent to 28.413,0625 millilitres.",FALSE,,,http://purl.obolibrary.org/obo/UO_1010026,fl oz,,UO:0010026,,"An imperial volume unit which is equivalent to 28.413,0625 millilitres.",,,
http://purl.obolibrary.org/obo/UO_0010022,nautical mile,,"A maritime length unit which is equal to 6,080 feet, 10 cables, or 1,853.184 metres",FALSE,,,http://purl.obolibrary.org/obo/UO_1010022,,,UO:0010022,,"A maritime length unit which is equal to 6,080 feet, 10 cables, or 1,853.184 metres",,,
http://purl.obolibrary.org/obo/UO_0000330,giga base pair,gigabasepair|Gb,A unit equal to one billion base pairs.,FALSE,,,http://purl.obolibrary.org/obo/UO_1000244|http://purl.obolibrary.org/obo/UO_0000244,gigabasepair|Gb,,UO:0000330,http://purl.obolibrary.org/obo/UO_0000292,A unit equal to one billion base pairs.,,,
http://purl.obolibrary.org/obo/UO_0000331,gigabyte,GB,An information unit which is equal to 1000000000 bytes.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000231,GB,,UO:0000331,,An information unit which is equal to 1000000000 bytes.,,,
http://purl.obolibrary.org/obo/UO_0000332,terabyte,TB,An information unit which is equal to 1000 gigabytes.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000231,TB,,UO:0000332,,An information unit which is equal to 1000 gigabytes.,,,
http://purl.obolibrary.org/obo/UO_0000052,mass density unit,mass per unit volume,A density unit which is a standard measure of the mass of a substance in a given volume.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000182,mass per unit volume,,UO:0000052,,A density unit which is a standard measure of the mass of a substance in a given volume.,,,
http://purl.obolibrary.org/obo/UO_0000051,concentration unit,,A unit which represents a standard measurement of how much of a given substance there is mixed with another substance.,FALSE,,,http://purl.obolibrary.org/obo/UO_0000000,,,UO:0000051,,A unit which represents a standard measurement of how much of a given substance there is mixed with another substance.,,,
